,title,description,detectType,detectCon,detectLanguage,tags,attackTechnique,attackSoftware,references,pattern,dataSource,dataType,dataCollector,dataForwardTo,dataparser,dataParser,dataStorage,dataTable,dataIndex,dataAccess,dataMap,kqlVar,kqlTable,kqlQuery
11,rolemgt_pid_0029_security_operator,"['Entra ID Security Operator', 'Any Role Add, Remove, or Modify Activity']",single_line_match,3,kql,[None],['t1098'],,['ref_role_management.md'],[None],['entra_id'],"['core_directory', 'privileged_identity_management']",azure_active_directory,msft_sentinel,,,azure_monitor,audit_logs,role_management,api_azure_monitor,,,AuditLogs,"| where Category =~ 'RoleManagement'
| where TargetResources contains '5f2222b1-57c3-48ba-8ad5-d4759f1fde6f'
| extend PimLog = iff(LoggedByService =~ 'PIM' or Identity =~ 'MS-PIM', 'TRUE', 'FALSE')"
12,rolemgt_pid_0002_application_admin,"['Entra ID App Admin', 'Role Add, Remove, or Modify Activity']",single_line_match,2,kql,[None],['t1098'],,['ref_role_management.md'],[None],['entra_id'],"['core_directory', 'privileged_identity_management']",azure_active_directory,msft_sentinel,,,azure_monitor,audit_logs,role_management,api_azure_monitor,,,AuditLogs,"| where Category =~ 'RoleManagement'
| where TargetResources contains '9b895d92-2cd3-44c7-9d02-a6ac2d5ea5c3'
| extend PimLog = iff(LoggedByService =~ 'PIM' or Identity =~ 'MS-PIM', 'TRUE', 'FALSE')"
13,rolemgt_pid_0013_directory_reader,"['Entra ID Directory Reader', 'Any Role Add, Remove, or Modify Activity']",single_line_match,3,kql,[None],['t1098'],,['ref_role_management.md'],[None],['entra_id'],"['core_directory', 'privileged_identity_management']",azure_active_directory,msft_sentinel,,,azure_monitor,audit_logs,role_management,api_azure_monitor,,,AuditLogs,"| where Category =~ 'RoleManagement'
| where TargetResources contains '88d8e3e3-8f55-4a1e-953a-9b9898b8876b'
| extend PimLog = iff(LoggedByService =~ 'PIM' or Identity =~ 'MS-PIM', 'TRUE', 'FALSE')"
14,rolemgt_pid_0036_permissions_mgt_admin,"['Entra ID Permissions Managment Admin', 'Any Role Add, Remove, or Modify Activity']",single_line_match,3,kql,[None],['t1098'],,['ref_role_management.md'],[None],['entra_id'],"['core_directory', 'privileged_identity_management']",azure_active_directory,msft_sentinel,,,azure_monitor,audit_logs,role_management,api_azure_monitor,,,AuditLogs,"| where Category =~ 'RoleManagement'
| where TargetResources contains 'af78dc32-cf4d-46f9-ba4e-4428526346b5'
| extend PimLog = iff(LoggedByService =~ 'PIM' or Identity =~ 'MS-PIM', 'TRUE', 'FALSE')"
15,rolemgt_pid_0019_groups_admin,"['Entra ID Group Admin', 'Any Role Add, Remove, or Modify Activity']",single_line_match,3,kql,[None],['t1098'],,['ref_role_management.md'],[None],['entra_id'],"['core_directory', 'privileged_identity_management']",azure_active_directory,msft_sentinel,,,azure_monitor,audit_logs,role_management,api_azure_monitor,,,AuditLogs,"| where Category =~ 'RoleManagement'
| where TargetResources contains 'fdd7a751-b60b-444a-984c-02652fe8fa1c'
| extend PimLog = iff(LoggedByService =~ 'PIM' or Identity =~ 'MS-PIM', 'TRUE', 'FALSE')"
16,rolemgt_pid_0008_cloud_app_admin,"['Entra ID Cloud App Admin', 'Any Role Add, Remove, or Modify Activity']",single_line_match,3,kql,[None],['t1098'],,['ref_role_management.md'],[None],['entra_id'],"['core_directory', 'privileged_identity_management']",azure_active_directory,msft_sentinel,,,azure_monitor,audit_logs,role_management,api_azure_monitor,,,AuditLogs,"| where Category =~ 'RoleManagement'
| where TargetResources contains '158c047a-c907-4556-b7ef-446551a6b5f7'
| extend PimLog = iff(LoggedByService =~ 'PIM' or Identity =~ 'MS-PIM', 'TRUE', 'FALSE')"
17,rolemgt_pid_0021_guest_inviter,"['Entra ID Guest Inviter', 'Any Role Add, Remove, or Modify Activity']",single_line_match,3,kql,[None],['t1098'],,['ref_role_management.md'],[None],['entra_id'],"['core_directory', 'privileged_identity_management']",azure_active_directory,msft_sentinel,,,azure_monitor,audit_logs,role_management,api_azure_monitor,,,AuditLogs,"| where Category =~ 'RoleManagement'
| where TargetResources contains '95e79109-95c0-4d8e-aee3-d01accf2d47b'
| extend PimLog = iff(LoggedByService =~ 'PIM' or Identity =~ 'MS-PIM', 'TRUE', 'FALSE')"
18,rolemgt_pid_0017_directory_sync,"['Entra ID Directory Synchronization Accounts', 'Any Role Add, Remove, or Modify Activity']",single_line_match,3,kql,[None],['t1098'],,['ref_role_management.md'],[None],['entra_id'],"['core_directory', 'privileged_identity_management']",azure_active_directory,msft_sentinel,,,azure_monitor,audit_logs,role_management,api_azure_monitor,,,AuditLogs,"| where Category =~ 'RoleManagement'
| where TargetResources contains 'd29b2b05-8046-44ba-8758-1e26182fcf32'
| extend PimLog = iff(LoggedByService =~ 'PIM' or Identity =~ 'MS-PIM', 'TRUE', 'FALSE')"
19,rolemgt_pid_0035_teams_admin,"['Entra ID Teams Admin', 'Any Role Add, Remove, or Modify Activity']",single_line_match,3,kql,[None],['t1098'],,['ref_role_management.md'],[None],['entra_id'],"['core_directory', 'privileged_identity_management']",azure_active_directory,msft_sentinel,,,azure_monitor,audit_logs,role_management,api_azure_monitor,,,AuditLogs,"| where Category =~ 'RoleManagement'
| where TargetResources contains '69091246-20e8-4a56-aa4d-066075b2a7a8'
| extend PimLog = iff(LoggedByService =~ 'PIM' or Identity =~ 'MS-PIM', 'TRUE', 'FALSE')"
20,rolemgt_pid_0003_application_dev,"['Entra ID App Dev', 'Role Add, Remove, or Modify Activity']",single_line_match,2,kql,[None],['t1098'],,['ref_role_management.md'],[None],['entra_id'],"['core_directory', 'privileged_identity_management']",azure_active_directory,msft_sentinel,,,azure_monitor,audit_logs,role_management,api_azure_monitor,,,AuditLogs,"| where Category =~ 'RoleManagement'
| where TargetResources contains 'cf1c38e5-3621-4004-a7cb-879624dced7c'
| extend PimLog = iff(LoggedByService =~ 'PIM' or Identity =~ 'MS-PIM', 'TRUE', 'FALSE')"
21,rolemgt_pid_0016_exchange_admin,"['Entra ID Exchange Admin', 'Any Role Add, Remove, or Modify Activity']",single_line_match,3,kql,[None],['t1098'],,['ref_role_management.md'],[None],['entra_id'],"['core_directory', 'privileged_identity_management']",azure_active_directory,msft_sentinel,,,azure_monitor,audit_logs,role_management,api_azure_monitor,,,AuditLogs,"| where Category =~ 'RoleManagement'
| where TargetResources contains '29232cdf-9323-42fd-ade2-1d097af3e4de'
| extend PimLog = iff(LoggedByService =~ 'PIM' or Identity =~ 'MS-PIM', 'TRUE', 'FALSE')"
22,rolemgt_pid_0010_cloud_app_secuirty_admin,"['Entra ID Cloud App Security', 'Any Role Add, Remove, or Modify Activity']",single_line_match,3,kql,[None],['t1098'],,['ref_role_management.md'],[None],['entra_id'],"['core_directory', 'privileged_identity_management']",azure_active_directory,msft_sentinel,,,azure_monitor,audit_logs,role_management,api_azure_monitor,,,AuditLogs,"| where Category =~ 'RoleManagement'
| where TargetResources contains '892c5842-a9a6-463a-8041-72aa08ca3cf6'
| extend PimLog = iff(LoggedByService =~ 'PIM' or Identity =~ 'MS-PIM', 'TRUE', 'FALSE')"
23,rolemgt_pid_0024_password_admin,"['Entra ID Password Admin', 'Any Role Add, Remove, or Modify Activity']",single_line_match,3,kql,[None],['t1098'],,['ref_role_management.md'],[None],['entra_id'],"['core_directory', 'privileged_identity_management']",azure_active_directory,msft_sentinel,,,azure_monitor,audit_logs,role_management,api_azure_monitor,,,AuditLogs,"| where Category =~ 'RoleManagement'
| where TargetResources contains '966707d0-3269-4727-9be2-8c3a10f19b9d'
| extend PimLog = iff(LoggedByService =~ 'PIM' or Identity =~ 'MS-PIM', 'TRUE', 'FALSE')"
24,rolemgt_pid_0033_tier_support,"['Entra ID Partner Tier 1 or Tier 2 Support', 'Any Role Add, Remove, or Modify Activity']",single_line_match,3,kql,[None],['t1098'],,['ref_role_management.md'],[None],['entra_id'],"['core_directory', 'privileged_identity_management']",azure_active_directory,msft_sentinel,,,azure_monitor,audit_logs,role_management,api_azure_monitor,,,AuditLogs,"| where Category =~ 'RoleManagement'
| where TargetResources contains '4ba39ca4-527c-499a-b93d-d9b492c50246'
  or TargetResources contains 'e00e864a-17c5-4a4b-9c06-f5b95a8d5bd8'
| extend PimLog = iff(LoggedByService =~ 'PIM' or Identity =~ 'MS-PIM', 'TRUE', 'FALSE')"
25,rolemgt_pid_0014_directory_writer,"['Entra ID Directory Writer', 'Any Role Add, Remove, or Modify Activity']",single_line_match,3,kql,[None],['t1098'],,['ref_role_management.md'],[None],['entra_id'],"['core_directory', 'privileged_identity_management']",azure_active_directory,msft_sentinel,,,azure_monitor,audit_logs,role_management,api_azure_monitor,,,AuditLogs,"| where Category =~ 'RoleManagement'
| where TargetResources contains '9360feb5-f418-4baa-8175-e2a00bac4301'
| extend PimLog = iff(LoggedByService =~ 'PIM' or Identity =~ 'MS-PIM', 'TRUE', 'FALSE')"
26,rolemgt_pid_0023_intune_admin,"['Entra ID Intune Admin', 'Any Role Add, Remove, or Modify Activity']",single_line_match,3,kql,[None],['t1098'],,['ref_role_management.md'],[None],['entra_id'],"['core_directory', 'privileged_identity_management']",azure_active_directory,msft_sentinel,,,azure_monitor,audit_logs,role_management,api_azure_monitor,,,AuditLogs,"| where Category =~ 'RoleManagement'
| where TargetResources contains '3a2c62db-5318-420d-8d74-23affee5d9d5'
| extend PimLog = iff(LoggedByService =~ 'PIM' or Identity =~ 'MS-PIM', 'TRUE', 'FALSE')"
27,rolemgt_pid_0034_sharepoint_admin,"['Entra ID Sharepoint Admin', 'Any Role Add, Remove, or Modify Activity']",single_line_match,3,kql,[None],['t1098'],,['ref_role_management.md'],[None],['entra_id'],"['core_directory', 'privileged_identity_management']",azure_active_directory,msft_sentinel,,,azure_monitor,audit_logs,role_management,api_azure_monitor,,,AuditLogs,"| where Category =~ 'RoleManagement'
| where TargetResources contains 'f28a1f50-f6e7-4571-818b-6a12f2af6b6c'
| extend PimLog = iff(LoggedByService =~ 'PIM' or Identity =~ 'MS-PIM', 'TRUE', 'FALSE')"
28,rolemgt_pid_0031_security_reader,"['Entra ID Security Reader', 'Any Role Add, Remove, or Modify Activity']",single_line_match,3,kql,[None],['t1098'],,['ref_role_management.md'],[None],['entra_id'],"['core_directory', 'privileged_identity_management']",azure_active_directory,msft_sentinel,,,azure_monitor,audit_logs,role_management,api_azure_monitor,,,AuditLogs,"| where Category =~ 'RoleManagement'
| where TargetResources contains '5d6b6bb7-de71-4623-b4af-96380a352509'
| extend PimLog = iff(LoggedByService =~ 'PIM' or Identity =~ 'MS-PIM', 'TRUE', 'FALSE')"
29,rolemgt_pid_0014_domain_name_writer,"['Entra ID Domain Name Writer', 'Any Role Add, Remove, or Modify Activity']",single_line_match,3,kql,[None],['t1098'],,['ref_role_management.md'],[None],['entra_id'],"['core_directory', 'privileged_identity_management']",azure_active_directory,msft_sentinel,,,azure_monitor,audit_logs,role_management,api_azure_monitor,,,AuditLogs,"| where Category =~ 'RoleManagement'
| where TargetResources contains '8329153b-31d0-4727-b945-745eb3bc5f31'
| extend PimLog = iff(LoggedByService =~ 'PIM' or Identity =~ 'MS-PIM', 'TRUE', 'FALSE')"
30,rolemgt_pid_0032_user_admin,"['Entra ID Security Reader', 'Any Role Add, Remove, or Modify Activity']",single_line_match,3,kql,[None],['t1098'],,['ref_role_management.md'],[None],['entra_id'],"['core_directory', 'privileged_identity_management']",azure_active_directory,msft_sentinel,,,azure_monitor,audit_logs,role_management,api_azure_monitor,,,AuditLogs,"| where Category =~ 'RoleManagement'
| where TargetResources contains 'fe930be7-5e62-47db-91af-98c3a49a38b1'
| extend PimLog = iff(LoggedByService =~ 'PIM' or Identity =~ 'MS-PIM', 'TRUE', 'FALSE')"
31,rolemgt_pid_0027_priv_role_admin,"['Entra ID Privileged Role Admin', 'Any Role Add, Remove, or Modify Activity']",single_line_match,3,kql,[None],['t1098'],,['ref_role_management.md'],[None],['entra_id'],"['core_directory', 'privileged_identity_management']",azure_active_directory,msft_sentinel,,,azure_monitor,audit_logs,role_management,api_azure_monitor,,,AuditLogs,"| where Category =~ 'RoleManagement'
| where TargetResources contains 'e8611ab8-c189-46e8-94e1-60213ab1f814'
| extend PimLog = iff(LoggedByService =~ 'PIM' or Identity =~ 'MS-PIM', 'TRUE', 'FALSE')"
32,rolemgt_pid_0007_ief_keyset_admin,"['Entra ID B2C IEF Keyset Admin', 'Any Role Add, Remove, or Modify Activity']",single_line_match,3,kql,[None],['t1098'],,['ref_role_management.md'],[None],['entra_id'],"['core_directory', 'privileged_identity_management']",azure_active_directory,msft_sentinel,,,azure_monitor,audit_logs,role_management,api_azure_monitor,,,AuditLogs,"| where Category =~ 'RoleManagement'
| where TargetResources contains 'aaf43236-0c0d-4d5f-883a-6955382ac081'
| extend PimLog = iff(LoggedByService =~ 'PIM' or Identity =~ 'MS-PIM', 'TRUE', 'FALSE')"
33,rolemgt_pid_0009_billing_admin.yaml,"['Entra ID Billing Admin', 'Any Role Add, Remove, or Modify Activity']",single_line_match,3,kql,[None],['t1098'],,['ref_role_management.md'],[None],['entra_id'],"['core_directory', 'privileged_identity_management']",azure_active_directory,msft_sentinel,,,azure_monitor,audit_logs,role_management,api_azure_monitor,,,AuditLogs,"| where Category =~ 'RoleManagement'
| where TargetResources contains 'b0f54661-2d74-4c50-afa3-1ec803f12efe'
| extend PimLog = iff(LoggedByService =~ 'PIM' or Identity =~ 'MS-PIM', 'TRUE', 'FALSE')"
34,rolemgt_pid_0004_auth_admin,"['Entra ID Auth Admin', 'Role Add, Remove, or Modify Activity']",single_line_match,3,kql,[None],['t1098'],,['ref_role_management.md'],[None],['entra_id'],"['core_directory', 'privileged_identity_management']",azure_active_directory,msft_sentinel,,,azure_monitor,audit_logs,role_management,api_azure_monitor,,,AuditLogs,"| where Category =~ 'RoleManagement'
| where TargetResources contains 'c4e39bd9-1100-46d3-8c65-fb160da0071f'
| extend PimLog = iff(LoggedByService =~ 'PIM' or Identity =~ 'MS-PIM', 'TRUE', 'FALSE')"
35,rolemgt_pid_0006_auth_extension_admin,"['Entra ID Auth Extension Admin', 'Role Add, Remove, or Modify Activity']",single_line_match,3,kql,[None],['t1098'],,['ref_role_management.md'],[None],['entra_id'],"['core_directory', 'privileged_identity_management']",azure_active_directory,msft_sentinel,,,azure_monitor,audit_logs,role_management,api_azure_monitor,,,AuditLogs,"| where Category =~ 'RoleManagement'
| where TargetResources contains '25a516ed-2fa0-40ea-a2d0-12923a21473a'
| extend PimLog = iff(LoggedByService =~ 'PIM' or Identity =~ 'MS-PIM', 'TRUE', 'FALSE')"
36,rolemgt_pid_0012_cap_admin,"['Entra ID CAP Admin', 'Any Role Add, Remove, or Modify Activity']",single_line_match,3,kql,[None],['t1098'],,['ref_role_management.md'],[None],['entra_id'],"['core_directory', 'privileged_identity_management']",azure_active_directory,msft_sentinel,,,azure_monitor,audit_logs,role_management,api_azure_monitor,,,AuditLogs,"| where Category =~ 'RoleManagement'
| where TargetResources contains 'b1be1c3e-b65d-4f19-8427-f6fa0d97feb9'
| extend PimLog = iff(LoggedByService =~ 'PIM' or Identity =~ 'MS-PIM', 'TRUE', 'FALSE')"
37,trust_pid_0001_setting_modified,['user or app modifies federation settings in the tenant'],single_line_match,1,kql,[None],['t1492'],,['ref_fed_trust.md'],[None],['entra_id'],['core_directory'],azure_active_directory,msft_sentinel,,,azure_monitor,audit_logs,directory_management,api_azure_monitor,,,AuditLogs,"| where OperationName =~ ""Set federation settings on domain""
  or OperationName =~ ""Set domain authentication"""
38,usermgt_pid_0003_user_hard_delete,['Identifies accounts that were successfully deleted'],single_line_match,5,kql,[None],[None],,[None],[None],['entra_id'],['core_directory'],azure_active_directory,msft_sentinel,,,azure_monitor,audit_logs,user_management,api_azure_monitor,,,AuditLogs,"| where Category =~ 'UserManagement'
  and OperationName =~ 'Hard Delete user'
  and Result =~ 'success'"
39,usermgt_pid_0001_user_add,['Identifies accounts that were successfully created'],single_line_match,5,kql,[None],[None],,[None],[None],['entra_id'],['core_directory'],azure_active_directory,msft_sentinel,,,azure_monitor,audit_logs,user_management,api_azure_monitor,,,AuditLogs,"| where Category =~ 'UserManagement'
  and OperationName =~ 'Add user'
  and Result =~ 'success'"
40,usermgt_pid_0005_guest_invite_bulk_finished,['Identifies accounts that were successfully invited to a tenant via bulk operation'],single_line_match,5,kql,[None],[None],,[None],[None],['entra_id'],['invited_users'],azure_active_directory,msft_sentinel,,,azure_monitor,audit_logs,user_management,api_azure_monitor,,,AuditLogs,"| where Category =~ 'UserManagement'
  and OperationName =~ 'Bulk invite users - finished (bulk)'"
41,usermgt_pid_0004_guest_user_invite,['Identifies accounts that were successfully invited to a tenant'],single_line_match,5,kql,[None],[None],,[None],[None],['entra_id'],['invited_users'],azure_active_directory,msft_sentinel,,,azure_monitor,audit_logs,user_management,api_azure_monitor,,,AuditLogs,"| where Category =~ 'UserManagement'
  and OperationName in~ ('Invite external user', 'Invite external user with reset invitation status')
  and Result =~ 'success'"
42,usermgt_pid_0002_user_delete,['Identifies accounts that were successfully deleted'],single_line_match,5,kql,[None],[None],,[None],[None],['entra_id'],['core_directory'],azure_active_directory,msft_sentinel,,,azure_monitor,audit_logs,user_management,api_azure_monitor,,,AuditLogs,"| where Category =~ 'UserManagement'
  and OperationName =~ 'Delete user'
  and Result =~ 'success'"
43,user_pid_0002_mfa_fraud_reported,['User reported fraud mfa requested via msft authenticator app'],single_line_match,3,kql,[None],[None],,[None],[None],['entra_id'],['azure_mfa'],azure_active_directory,msft_sentinel,,,azure_monitor,audit_logs,user_management,api_azure_monitor,,,AuditLogs,"| where OperationName =~ 'Fraud reported - user is blocked for MFA'
  or OperationName =~ 'Fraud reported - no action taken'"
44,user_pid_0001_mfa_susp_activity_reported,['User reports suspicious activity via authenticator app'],single_line_match,3,kql,[None],[None],,[None],[None],['entra_id'],['azure_mfa'],azure_active_directory,msft_sentinel,,,azure_monitor,audit_logs,user_management,api_azure_monitor,,,AuditLogs,| where OperationName =~ 'Suspicious activity reported'
45,alert_pid_0010_reading_vss,"['MDE EDR Behavior Alert', 'Reading files from volume shadown copies']",single_line_match,2,kql,[None],['t1003'],,[None],[None],['windows_os'],['alert_evidence'],m365d_agent,m365d_security_center,,,m365d_security_center,alert_evidence,,api_advanced_hunting,,,AlertEvidence,| where Title =~ 'Reading files from volume shadow copies'
46,alert_pid_0002_process_memory_dump,"['MDE EDR Behavior Alert', 'Process memory dump']",single_line_match,1,kql,[None],['t1003'],,['ref_comsvcs.md'],['ref_comsvcs.md'],['windows_os'],['alert_evidence'],m365d_agent,m365d_security_center,,,m365d_security_center,alert_evidence,,api_advanced_hunting,,,AlertEvidence,| where Title =~ 'Process memory dump'
47,alert_pid_0011_sus_ldap_query,"['MDE EDR Behavior Alert', 'Suspicious LDAP query']",single_line_match,2,kql,[None],[None],,[None],[None],['windows_os'],['alert_evidence'],m365d_agent,m365d_security_center,,,m365d_security_center,alert_evidence,,api_advanced_hunting,,,AlertEvidence,| where Title =~ 'Suspicious LDAP Query'
48,builtin_pid_0013_edr_suspicious_access_alert,"['MDE EDR Behavior/Memory Alert', 'Suspicious access to LSASS service']",single_line_match,1,kql,[None],['t1003'],,"['ref_gsecdump.md', 'ref_comsvcs.md']","['ref_gsecdump.md', 'ref_comsvcs.md']",['windows_os'],['alert_evidence'],m365d_agent,m365d_security_center,,,m365d_security_center,alert_evidence,,api_advanced_hunting,,,AlertEvidence,| where Title =~ 'Suspicious access to LSASS service'
49,alert_pid_0009_malicious_pshell,"['MDE EDR Behavior Alert', 'A malicious Powershell Cmdlet was invoked on the machine']",single_line_match,2,kql,[None],['t1003'],,[None],[None],['windows_os'],['alert_evidence'],m365d_agent,m365d_security_center,,,m365d_security_center,alert_evidence,,api_advanced_hunting,,,AlertEvidence,| where Title =~ 'A malicious Powershell Cmdlet was invoked on the machine'
50,alert_pid_0005_registry_extract,"['MDE EDR Behavior Alert', 'Sensitive data was extracted from registry']",single_line_match,1,kql,[None],['t1003'],,['ref_registry.md'],[None],['windows_os'],['alert_evidence'],m365d_agent,m365d_security_center,,,m365d_security_center,alert_evidence,,api_advanced_hunting,,,AlertEvidence,| where Title =~ 'Sensitive data was extracted from registry'
51,alert_pid_0008_registry_export,"['MDE EDR Behavior Alert', 'Suspicious registry export']",single_line_match,1,kql,[None],['t1003'],,['ref_registry.md'],[None],['windows_os'],['alert_evidence'],m365d_agent,m365d_security_center,,,m365d_security_center,alert_evidence,,api_advanced_hunting,,,AlertEvidence,| where Title =~ 'Suspicious registry export'
52,generic_pid_0028_edr_sam_info_theft_alert,"['MDE EDR Behavior Alert', 'Sensitive information theft activity via Security Account Manager']",single_line_match,1,kql,[None],['t1003'],,['ref_registry.md'],[None],['windows_os'],['alert_evidence'],m365d_agent,m365d_security_center,,,m365d_security_center,alert_evidence,,api_advanced_hunting,,,AlertEvidence,| where Title =~ 'Sensitive information theft activity via Security Account Manager'
53,alert_pid_0001_attempt_steal_creds,"['MDE EDR Behavior Alert', 'Possible attempt to steal credentials']",single_line_match,1,kql,[None],['t1003'],,['ref_nppspy.md'],['ref_nppspy.md'],['windows_os'],['alert_evidence'],m365d_agent,m365d_security_center,,,m365d_security_center,alert_evidence,,api_advanced_hunting,,,AlertEvidence,| where Title =~ 'Possible attempt to steal credentials'
54,alert_pid_0012_sus_domain_trust,"['MDE EDR Behavior Alert', 'Suspicious Domain Trust Discovery']",single_line_match,2,kql,[None],['t1482'],,[None],[None],['windows_os'],['alert_evidence'],m365d_agent,m365d_security_center,,,m365d_security_center,alert_evidence,,api_advanced_hunting,,,AlertEvidence,| where Title =~ 'Suspicious Domain Trust Discovery'
